case_id,event_type,node,migration_status,existing_context,proposed_context,missing_fields,evidence_basis,confidence,notes
case_2023_mexico_nearshoring_cross_border_policy_risk,nearshoring policy and cross-border manufacturing risk,ports,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""ports"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""nearshoring_investment_shift""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_eu_carbon_border_adjustment_mechanism,green trade compliance and carbon border adjustment risk,customs,already_migrated,"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""carbon_border_documentation""}","{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""carbon_border_documentation""}",,existing development-enriched node context,high,Preserved without modification.
case_2023_eu_carbon_border_adjustment_mechanism,green trade compliance and carbon border adjustment risk,trade_lanes,already_migrated,"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""carbon_border_trade_compliance""}","{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""carbon_border_trade_compliance""}",,existing development-enriched node context,high,Preserved without modification.
case_2023_eu_carbon_border_adjustment_mechanism,green trade compliance and carbon border adjustment risk,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2023_eu_carbon_border_adjustment_mechanism,green trade compliance and carbon border adjustment risk,fertilizer,resolvable,{},"{""canonical_context"": ""agricultural_input_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""fertilizer"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""green_trade_policy_implementation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_eu_carbon_border_adjustment_mechanism,green trade compliance and carbon border adjustment risk,energy,already_migrated,"{""canonical_context"": ""energy_trade_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""energy"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""carbon_border_energy_intensity_reporting""}","{""canonical_context"": ""energy_trade_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""energy"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""carbon_border_energy_intensity_reporting""}",,existing development-enriched node context,high,Preserved without modification.
case_2023_eu_carbon_border_adjustment_mechanism,green trade compliance and carbon border adjustment risk,critical_minerals,resolvable,{},"{""canonical_context"": ""critical_material_compliance_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""critical_minerals"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""green_trade_policy_implementation""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_myanmar_coup_supply_chain_disruption,coup and manufacturing supply-chain disruption,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_2021_myanmar_coup_supply_chain_disruption,coup and manufacturing supply-chain disruption,logistics,already_migrated,"{""canonical_context"": ""logistics_operational_disruption"", ""constraint_type"": ""capacity_reduction"", ""node"": ""logistics"", ""shock_type"": ""political_instability"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""factory_and_border_logistics_disruption""}","{""canonical_context"": ""logistics_operational_disruption"", ""constraint_type"": ""capacity_reduction"", ""node"": ""logistics"", ""shock_type"": ""political_instability"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""factory_and_border_logistics_disruption""}",,existing development-enriched node context,high,Preserved without modification.
case_2021_myanmar_coup_supply_chain_disruption,coup and manufacturing supply-chain disruption,ports,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""ports"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""military_coup""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_myanmar_coup_supply_chain_disruption,coup and manufacturing supply-chain disruption,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""military_coup""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_myanmar_coup_supply_chain_disruption,coup and manufacturing supply-chain disruption,trade_lanes,resolvable,{},"{""canonical_context"": ""tariff_trade_compliance_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""trade_lanes"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""military_coup""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2021_myanmar_coup_supply_chain_disruption,coup and manufacturing supply-chain disruption,agriculture,ambiguous,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,low,Existing frozen vocabulary and raw case fields do not support a precise node-level context.
case_2023_arctic_lng_russian_energy_shipping_sanctions,energy shipping sanctions and Arctic LNG disruption risk,lng_shipping,already_migrated,"{""canonical_context"": ""energy_shipping_sanctions_route_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""lng_shipping"", ""shock_type"": ""sanctions"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""arctic_lng_shipping_restrictions""}","{""canonical_context"": ""energy_shipping_sanctions_route_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""lng_shipping"", ""shock_type"": ""sanctions"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""arctic_lng_shipping_restrictions""}",,existing development-enriched node context,high,Preserved without modification.
case_2023_arctic_lng_russian_energy_shipping_sanctions,energy shipping sanctions and Arctic LNG disruption risk,energy,resolvable,{},"{""canonical_context"": ""energy_trade_finance_constraint"", ""constraint_type"": ""financing_constraint"", ""node"": ""energy"", ""shock_type"": ""sanctions"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""energy_sanctions_expansion""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_arctic_lng_russian_energy_shipping_sanctions,energy shipping sanctions and Arctic LNG disruption risk,marine_insurance,already_migrated,"{""canonical_context"": ""energy_shipping_insurance_constraint"", ""constraint_type"": ""insurance_constraint"", ""node"": ""marine_insurance"", ""shock_type"": ""sanctions"", ""target_node_role"": ""financing_or_insurance_channel"", ""upstream_driver"": ""energy_shipping_insurance_and_financing_limits""}","{""canonical_context"": ""energy_shipping_insurance_constraint"", ""constraint_type"": ""insurance_constraint"", ""node"": ""marine_insurance"", ""shock_type"": ""sanctions"", ""target_node_role"": ""financing_or_insurance_channel"", ""upstream_driver"": ""energy_shipping_insurance_and_financing_limits""}",,existing development-enriched node context,high,Preserved without modification.
case_2023_arctic_lng_russian_energy_shipping_sanctions,energy shipping sanctions and Arctic LNG disruption risk,financial_sanctions,resolvable,{},"{""canonical_context"": ""financial_sanctions_trade_finance_constraint"", ""constraint_type"": ""financing_constraint"", ""node"": ""financial_sanctions"", ""shock_type"": ""sanctions"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""energy_sanctions_expansion""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_2023_arctic_lng_russian_energy_shipping_sanctions,energy shipping sanctions and Arctic LNG disruption risk,payment_networks,resolvable,{},"{""canonical_context"": ""financial_sanctions_trade_finance_constraint"", ""constraint_type"": ""financing_constraint"", ""node"": ""payment_networks"", ""shock_type"": ""sanctions"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""energy_sanctions_expansion""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
